headword,pos,CEFR
May,noun,A1
maybe,adverb,A1
mayor,noun,B1
me,pronoun,A1
meal,noun,A1
mean,adjective,A2
mean,noun,B2
mean,verb,A1
meaning,noun,A2
meaningful,adjective,B1
means,noun,B2
meanwhile,adverb,B1
measure,noun,B1
measure,verb,B1
measurement,noun,B1
meat,noun,A1
mechanic,noun,B1
mechanical,adjective,B1
mechanise,verb,B2
mechanize,verb,B2
medal,noun,A2
media,noun,B2
mediaeval,adjective,B2
medical,adjective,A2
medication,noun,B2
medicine,noun,A1
medieval,adjective,B2
mediocre,adjective,B2
meditate,verb,B1
meditation,noun,B1
Mediterranean,noun,B1
medium,adjective,B1
medium,noun,B1
meet,verb,A1
meeting,noun,A1
melody,noun,B2
melon,noun,A2
melt,verb,B1
member,noun,A2
membership,noun,B1
memorable,adjective,B1
memorial,noun,B2
memorise,verb,B1
memorize,verb,B1
memory,noun,A1
mend,verb,B1
mental,adjective,B1
mentally,adverb,B1
mention,noun,A2
mention,verb,B1
mentor,noun,B2
menu,noun,A2
merchandise,noun,B2
merchant,noun,B1
mercy,noun,B2
mere,adjective,B1
merely,adverb,B1
merge,verb,B2
merger,noun,B2
merry,adjective,A1
mess,noun,B1
mess,verb,B2
message,noun,A1
message board,noun,B1
messenger,noun,B2
messy,adjective,B1
metal,noun,A2
metaphor,noun,B2
meter,noun,A2
method,noun,A2
metre,noun,A2
metric,adjective,B2
micro,noun,B2
microbe,noun,B2
microcomputer,noun,B2
micrometer,noun,B2
micrometre,noun,B2
microorganism,noun,B2
microphone,noun,B2
microscope,noun,B2
microscopic,adjective,B2
microscopy,noun,B2
microwave,noun,B2
midday,noun,A2
middle,adjective,A1
middle,noun,A2
middle-aged,adjective,B1
midnight,noun,A2
midst,noun,B2
might,modal auxiliary,A2
mighty,adjective,B2
migration,noun,B2
mild,adjective,B1
mile,noun,B1
military,adjective,A2
milk,noun,A1
mill,noun,B2
millimeter,noun,B2
millimetre,noun,B2
million,number,A2
millionaire,noun,B2
mimic,noun,B2
mind,noun,A1
mind,verb,A2
mine,noun,B2
mine,pronoun,A1
mineral,noun,B1
mineral water,noun,A2
miniature,adjective,B2
minimise,verb,B1
minimize,verb,B1
minimum,adjective,B1
minimum,noun,B1
minister,noun,B2
minor,adjective,B1
minority,noun,B1
mint,noun,B2
minus,preposition,B1
minute,noun,A1
miracle,noun,B1
mirror,noun,A2
mischief,noun,B1
misconception,noun,B2
miserable,adjective,B1
misery,noun,B1
misfortune,noun,B2
mislead,verb,B1
misleading,adjective,B2
Miss,noun,A1
miss,verb,A1
missile,noun,B2
missing,adjective,A2
mission,noun,B1
mist,noun,B2
mistake,noun,A2
mistreat,verb,B2
mistrustful,adjective,B2
misty,adjective,B1
misunderstand,verb,B2
misunderstanding,noun,B1
mix,noun,B2
mix,verb,A2
mixing bowl,noun,B1
mixture,noun,B2
mobile,adjective,A2
mobile,noun,A1
mobile phone,noun,A1
mobility,noun,B2
mock,adjective,B2
modal,noun,B1
modal verb,noun,B1
model,adjective,B1
model,noun,A2
model,verb,B1
modem,noun,B1
moderate,adjective,B1
modern,adjective,A2
modernisation,noun,B2
modernise,verb,B2
modernization,noun,B2
modernize,verb,B2
modest,adjective,B2
modification,noun,B2
modify,verb,B1
mogul,noun,B2
moisture,noun,B1
mold,noun,B2
molecule,noun,B1
mom,noun,A1
moment,noun,A1
momentarily,adverb,B2
momentary,adjective,B2
mommie,noun,A1
mommy,noun,A1
monastery,noun,B2
Monday,noun,A1
money,noun,A1
monitor,noun,B1
monitor,verb,B1
monk,noun,B1
monkey,noun,A1
monster,noun,B1
month,noun,A1
monthly,adjective,B1
monthly,adverb,B1
monument,noun,B1
mood,noun,A2
moody,adjective,B2
moon,noun,A1
moonlight,noun,B2
moonscape,noun,B2
moral,adjective,B2
moral,noun,B1
morality,noun,B2
morally,adverb,B2
more,adverb,B1
more,determiner,A1
more,pronoun,A1
moreover,adverb,B1
morning,noun,A1
mortal,adjective,B2
mortar,noun,B2
mortgage,noun,B2
mortify,verb,B2
mosque,noun,A2
mosquito,noun,B1
moss,noun,B1
most,adverb,A2
most,determiner,A1
most,pronoun,A2
mostly,adverb,A2
mother,noun,A1
mother-in-law,noun,B2
motherland,noun,B1
motion,noun,B2
motionless,adjective,B1
motivate,verb,B1
motivated,adjective,B2
motivation,noun,B1
motive,noun,B1
motor,noun,B1
motorbike,noun,B2
motorcycle,noun,B1
motorist,noun,B2
motorway,noun,A2
motto,noun,B1
mould,noun,B2
mount,noun,B1
mount,verb,B2
mountain,noun,A1
mountaintop,noun,B1
mourn,verb,B1
mournful,adjective,B2
mouse,noun,A1
moustache,noun,B2
mouth,noun,A1
move,noun,A1
move,verb,A2
movement,noun,B1
mover,noun,B2
movie,noun,A1
moving,adjective,B2
MP3 player,noun,A2
Mr,noun,A1
Mr.,noun,A1
Mrs,noun,A1
Mrs.,noun,A1
Ms,noun,A2
Ms.,noun,A2
much,adverb,A1
much,determiner,A1
much,pronoun,A1
mud,noun,B1
muddy,adjective,B2
mug,noun,A2
mule,noun,B1
multiple,adjective,B2
multiply,verb,B2
mum,noun,A1
mumble,noun,B2
mumble,verb,B2
murder,noun,A2
murder,verb,B1
murderer,noun,B1
murmur,noun,B2
muscle,noun,B1
muse,verb,B2
museum,noun,A2
mushroom,noun,A2
music,noun,A1
musical,adjective,A2
musical,noun,B2
musician,noun,A1
must,modal auxiliary,A1
mustache,noun,B2
mustard,noun,B1
mutability,noun,B2
mutable,adjective,B2
mutter,noun,B2
mutter,verb,B2
mutton,noun,B2
mutual,adjective,B1
my,determiner,A1
myself,pronoun,A2
mysterious,adjective,A2
mystery,noun,A2
mystify,verb,B2
myth,noun,B1
nail,noun,B1
naked,adjective,B1
name,noun,A1
name,verb,B1
nano,noun,B2
nap,noun,B1
napkin,noun,A2
narcissistic,adjective,B2
narrate,verb,B1
narrative,adjective,B1
narrator,noun,B2
narrow,adjective,B1
narrowly,adverb,B2
nasty,adjective,B1
nation,noun,A2
national,adjective,A2
nationalist,noun,B1
nationality,noun,A1
nationwide,adjective,B2
nationwide,adverb,B2
native,adjective,A2
native speaker,noun,B2
natural,adjective,A2
naturally,adverb,B1
nature,noun,A2
naughty,adjective,B2
naval,adjective,B2
navigate,verb,B2
navigation,noun,B2
navy,noun,B2
navy blue,adjective,B1
near,adjective,B1
near,adverb,B1
near,preposition,A1
nearby,adjective,B1
nearby,adverb,B1
nearly,adverb,A2
neat,adjective,B2
necessarily,adverb,B2
necessary,adjective,A2
necessity,noun,B2
neck,noun,A1
necklace,noun,B1
nectar,noun,B1
need,modal auxiliary,A1
need,noun,B2
need,verb,A2
needle,noun,B1
needless,adjective,B2
needy,adjective,B2
negative,adjective,A2
negatively,adverb,B2
neglect,noun,B2
negotiate,verb,B1
negotiation,noun,B1
neighbor,noun,A1
neighborhood,noun,B1
neighboring,adjective,B2
neighbour,noun,A1
neighbourhood,noun,B1
neighbouring,adjective,B2
neither,adverb,B2
neither,conjunction,B2
neither,determiner,B2
neither,pronoun,B2
nephew,noun,B1
nerve,noun,B2
nerves,noun,B2
nervous,adjective,A2
nervously,adverb,B2
nervousness,noun,B1
ness,noun,B1
net,adjective,A2
net,noun,B1
net surfer,noun,B2
netsurfer,noun,B2
network,noun,B1
neurosis,noun,B2
neutral,adjective,B1
never,adverb,A1
nevertheless,adverb,B1
new,adjective,A1
newborn,adjective,B1
newcomer,noun,B1
newly,adverb,B1
news,noun,A1
newscaster,noun,B2
newspaper,noun,A1
newsworthy,adjective,B2
next,adverb,A2
next,determiner,A2
next,pronoun,B2
next door,adverb,B1
next to,preposition,A2
next-door,adjective,B1
nice,adjective,A1
nicely,adverb,B2
nickname,noun,B1
niece,noun,B1
night,noun,A1
nightclub,noun,B2
nightlife,noun,B1
nightmare,noun,B2
nine,number,A1
nineteen,number,A1
ninety,number,A1
no,adverb,A1
no,determiner,A1
no one,pronoun,A2
nobility,noun,B2
noble,adjective,B2
nobleman,noun,B2
nobody,pronoun,A2
nod,noun,B1
nod,verb,B2
noise,noun,A1
noisily,adverb,B1
noisy,adjective,A2
nomad,noun,B2
nomination,noun,B2
nominee,noun,B2
none,pronoun,B1
nonetheless,adverb,B1
nonprofessional,adjective,B2
nonsense,noun,B1
non-smoking,adjective,B2
noon,noun,A2
nor,conjunction,B1
normal,adjective,A2
normally,adverb,B1
north,adjective,A2
north,adverb,A2
north,noun,A2
northeast,adjective,B1
northeast,noun,B1
northeastern,adjective,B1
northern,adjective,B1
northward,adverb,B2
northwards,adverb,B2
northwest,adjective,B1
northwest,noun,B1
northwestern,adjective,B1
nose,noun,A1
nostril,noun,B2
not,adverb,A1
note,noun,A1
note,verb,A1
notebook,noun,A1
nothing,pronoun,A1
notice,noun,A2
notice,verb,B1
noticeable,adjective,B1
noticeboard,noun,B1
notion,noun,B1
notorious,adjective,B1
nought,noun,B2
noun,noun,A2
nourish,verb,B2
nourishment,noun,B2
novel,noun,A2
novelist,noun,B1
novelty,noun,B2
November,noun,A1
now,adverb,A1
now,conjunction,B2
nowadays,adverb,A2
nowhere,adverb,B1
nuclear,adjective,B1
nucleus,noun,B1
nuisance,noun,B2
number,noun,A1
numerical,adjective,B2
numerous,adjective,B1
nurse,noun,A1
nurse,verb,B1
nursery,noun,B2
nut,noun,B2
nutrient,noun,B1
nutrition,noun,B1
nutritious,adjective,B1
nutshell,noun,B2
oak,noun,A2
oath,noun,B2
obedience,noun,B2
obedient,adjective,B2
obey,verb,B2
obituary,noun,B2
object,noun,B1
object,verb,B2
objection,noun,B1
objective,adjective,B2
objective,noun,B1
obligation,noun,B2
observation,noun,B1
observe,verb,B1
observer,noun,B2
obsess,verb,B2
obsession,noun,B2
obsessive,adjective,B2
obstacle,noun,B1
obtain,verb,B1
obvious,adjective,B1
obviously,adverb,B1
occasion,noun,B1
occasion,verb,B1
occasional,adjective,B1
occasionally,adverb,B1
occupation,noun,A2
occupy,verb,B1
occur,verb,B1
ocean,noun,B1
o'clock,adverb,A1
October,noun,A1
odd,adjective,B2
of,preposition,A1
off,adjective,A1
off,adverb,A2
off,preposition,B1
offence,noun,B2
offend,verb,B2
offender,noun,B2
offense,noun,B2
offensive,adjective,B1
offer,noun,A2
offer,verb,A2
offhand,adverb,B2
office,noun,A1
officer,noun,A1
official,adjective,A2
official,noun,B2
officially,adverb,B1
offshore,adjective,B2
often,adverb,A1
oil,noun,A2
oily,adjective,B1
ointment,noun,B2
OK,adjective,A1
OK,adverb,A1
okay,adjective,A1
okay,adverb,A1
old,adjective,A1
old-fashioned,adjective,B1
olive,noun,B2
olive oil,noun,A2
Olympia,noun,B2
Olympiad,noun,B2
Olympic,adjective,A2
Olympics,noun,A1
omelet,noun,A2
omelette,noun,A2
on,adverb,A2
on,preposition,A1
on to,preposition,B1
once,adverb,A1
once,conjunction,B2
one,determiner,A1
one,number,A1
one,pronoun,A2
oneself,pronoun,B1
onion,noun,A2
online,adjective,A2
online,adverb,A2
only,adjective,A1
only,adverb,A1
onstage,adjective,B1
onto,preposition,B1
open,adjective,A1
open,verb,A1
opening,noun,B1
openly,adverb,B2
opera,noun,A1
operate,verb,A2
operation,noun,B1
operator,noun,B2
opinion,noun,A2
opponent,noun,B2
opportunity,noun,A2
oppose,verb,A2
opposite,adjective,A2
opposite,adverb,B1
opposite,noun,B1
opposite,preposition,A2
opposition,noun,B1
oppress,verb,B1
oppression,noun,B1
optimism,noun,B2
optimist,noun,B2
optimistic,adjective,B2
option,noun,B1
optional,adjective,B2
or,conjunction,A1
oral,adjective,B2
oral,noun,B1
orange,adjective,A1
orange,noun,A1
orator,noun,B2
orbit,noun,B1
orchestra,noun,B1
orchestral,adjective,B2
orchid,noun,B2
order,noun,A1
order,verb,A2
orderly,adjective,B1
ordinary,adjective,B1
organ,noun,B1
organic,adjective,B1
organisation,noun,B1
organise,verb,A2
organised,adjective,A2
organiser,noun,B2
organism,noun,B1
organization,noun,B1
organize,verb,A2
organized,adjective,A2
organizer,noun,B2
origin,noun,B1
original,adjective,A2
original,noun,B2
originality,noun,B2
originally,adverb,B2
originate,verb,B2
ornament,noun,B2
orphan,noun,A2
other,determiner,A1
other,pronoun,A2
otherwise,adverb,B1
ought to,modal auxiliary,B1
ounce,noun,B2
our,determiner,A1
ours,pronoun,A1
ourselves,pronoun,A2
out,adverb,A1
out of,preposition,A2
outback,noun,B2
outbreak,noun,B2
outcome,noun,B2
outdistance,verb,B2
outdo,verb,B2
outdoor,adjective,B1
outdoors,adverb,B1
outer,adjective,B1
outfit,noun,B2
outgrow,verb,B2
outing,noun,B2
outlaw,noun,B1
outlet,noun,B2
outline,noun,B2
outline,verb,B1
outlive,verb,B2
outlook,noun,B2
out-of-date,adjective,B1
outpatient,noun,B2
output,noun,B2
outrage,noun,B2
outrageous,adjective,B2
outshine,verb,B2
outside,adjective,B2
outside,adverb,A1
outside,noun,B2
outside,preposition,A2
outsider,noun,B2
outskirts,noun,B2
outstanding,adjective,B1
outward,adjective,B1
outwardly,adverb,B2
outweigh,verb,B1
oval,adjective,B2
oven,noun,A2
over,adverb,A2
over,preposition,A1
overall,adjective,B2
overall,adverb,B2
overboard,adverb,B2
overbook,verb,B2
overcoat,noun,B2
overcome,verb,B1
overemphasise,verb,B2
overemphasize,verb,B2
overestimate,verb,B2
overhear,verb,B2
overjoyed,adjective,B1
overlap,noun,B2
overlook,verb,B2
overly,adverb,B2
overnight,adjective,B1
overnight,adverb,B1
overseas,adjective,B2
overseas,adverb,A2
overshadow,verb,B2
oversize,adjective,B2
overstep,verb,B2
overtake,verb,B2
overthrow,verb,B2
overtime,adverb,B2
overtime,noun,B2
overturn,verb,B2
overweight,adjective,A2
overwhelm,verb,B1
overwhelming,adjective,B1
overwork,noun,B1
ow,noun,B2
owe,verb,B1
owing,adjective,B1
owing to,preposition,B2
owl,noun,B2
own,adjective,A1
own,pronoun,A2
own,verb,B1
owner,noun,A1
ox,noun,B2
oxygen,noun,B1
ozone,noun,B2
p.m.,adverb,A1
P.M.,adverb,A1
pa,noun,B2
pace,noun,B1
pacific,adjective,A2
pack,noun,A2
pack,verb,A2
package,noun,B1
packed,adjective,B2
packet,noun,B2
packing,noun,B1
pad,noun,B2
paddle,noun,B1
page,noun,A1
paid,adjective,B1
pain,noun,B1
painful,adjective,B1
paint,noun,A1
paint,verb,A1
paintbrush,noun,B2
painter,noun,A2
painting,noun,A1
pair,noun,A1
pajamas,noun,B2
pal,noun,A2
palace,noun,A1
pale,adjective,B1
pallet,noun,B2
palm,noun,B1
pan,noun,A2
pancake,noun,B2
pandemic,adjective,B2
panel,noun,B2
panic,noun,A2
panic,verb,B2
pants,noun,A1
papaya,noun,B2
paper,noun,A1
paperless,adjective,B2
paperwork,noun,B2
parachute,noun,B1
parade,noun,B2
paradise,noun,B1
paradox,noun,B2
paragraph,noun,A1
paralyse,verb,B1
paralysis,noun,B2
paralyze,verb,B1
paramedic,adjective,B2
paratrooper,noun,B2
parcel,noun,B1
pardon,noun,A1
pardon,verb,B1
parent,noun,A1
parental,adjective,B1
park,noun,A1
park,verb,A2
parking,noun,B1
parliament,noun,B2
parrot,noun,B1
part,noun,A2
part,verb,B2
partial,adjective,B1
participant,noun,B1
participate,verb,B1
participation,noun,B2
participle,noun,B1
particle,noun,B2
particular,adjective,B2
particularly,adverb,B1
partisan,noun,B2
partly,adverb,A2
partner,noun,A1
partnership,noun,B2
part-time,adjective,B1
part-time,adverb,B1
party,noun,A1
pass,noun,A2
pass,verb,A2
passage,noun,A2
passenger,noun,A2
passion,noun,B1
passionate,adjective,B2
passionately,adverb,B2
passive,adjective,B1
passport,noun,B1
password,noun,B1
past,adjective,B1
past,adverb,A1
past,preposition,A1
pasta,noun,A2
pastor,noun,B2
pastoral,adjective,B2
patch,noun,B2
path,noun,A2
patience,noun,B1
patient,adjective,B1
patient,noun,A2
patiently,adverb,B2
patriot,noun,B2
patriotic,adjective,B2
patriotism,noun,B2
patrol,noun,B1
patron,noun,B2
pattern,noun,B1
pause,noun,B1
pause,verb,B1
pave,verb,B2
pavement,noun,B2
paw,noun,B2
pawnbroker,noun,B2
pawnshop,noun,B2
pay,noun,A1
pay,verb,A1
payment,noun,B2
PC,noun,A2
pea,noun,A2
peace,noun,A1
peaceful,adjective,A2
peacefully,adverb,B2
peach,noun,B2
peak,noun,B2
peanut,noun,B1
pear,noun,A2
pearl,noun,B2
pebble,noun,B2
peculiar,adjective,B1
pedal,noun,B2
pedantic,adjective,B2
pedestrian,noun,B2
pee,verb,B2
peel,noun,B2
peel,verb,B2
peep,noun,B2
peer,noun,B2
peg,noun,B2
pen,noun,A1
pen friend,noun,A2
penalise,verb,B2
penalize,verb,B2
penalty,noun,B2
pence,noun,A2
pencil,noun,A1
penetrate,verb,B2
penfriend,noun,A2
penguin,noun,B2
penicillin,noun,B2
penniless,adjective,B1
penny,noun,B1
pension,noun,B2
pentagon,noun,B2
people,noun,A1
pepper,noun,A2
per,preposition,B1
perceive,verb,B2
per cent,noun,B1
percent,noun,B1
percentage,noun,B2
perception,noun,B2
perfect,adjective,A2
perfectly,adverb,A2
perform,verb,A2
performance,noun,A2
performer,noun,B1
perfume,noun,A2
perhaps,adverb,A2
period,noun,A1
permanence,noun,B2
permanent,adjective,B1
permanently,adverb,B1
permeate,verb,B2
permission,noun,A2
permit,verb,B1
perseverance,noun,B2
persist,verb,B2
persistence,noun,B2
persistent,adjective,B2
person,noun,A1
personal,adjective,A1
personality,noun,A2
personally,adverb,B1
personification,noun,B2
personify,verb,B2
personnel,noun,B2
perspective,noun,B2
perspiration,noun,B2
persuade,verb,B1
persuasion,noun,B2
persuasive,adjective,B1
pessimist,noun,B2
pessimistic,adjective,B2
pet,noun,A1
petrified,adjective,B2
petrol,noun,A2
petrol station,noun,A2
petty,adjective,B2
pH,noun,B2
phantom,adjective,B1
pharmacist,noun,B2
pharmacy,noun,B1
phase,noun,B2
phenix,noun,B1
phenomenon,noun,B1
philosopher,noun,B1
philosophical,adjective,B2
philosophy,noun,B1
phoenix,noun,B1
phone,noun,A1
phone,verb,A1
photo,noun,A1
photocopy,noun,B1
photograph,noun,A2
photograph,verb,B2
photographer,noun,A2
photography,noun,A2
phrasal verb,noun,B1
phrase,noun,B1
physical,adjective,A2
physically,adverb,A2
physician,noun,B2
physics,noun,B1
pi,noun,B2
piano,noun,A1
pick,noun,B1
pick,verb,A1
pickle,noun,B2
picky,adjective,B2
picnic,noun,A1
picture,noun,A1
picture,verb,B2
picturesque,adjective,B2
pie,noun,B1
piece,noun,A1
piety,noun,B1
pig,noun,A1
pile,noun,A2
pilgrim,noun,A2
pill,noun,A2
pillow,noun,B1
pillowcase,noun,B2
pilot,noun,A2
pin,noun,B2
pin,verb,B1
pine,noun,B2
pineapple,noun,B1
pink,adjective,A1
pink,noun,A2
pint,noun,B2
pipe,noun,B1
piracy,noun,B2
pirate,noun,B2
pit,noun,B1
pitch,noun,B2
pitch,verb,B2
pity,noun,A2
pizza,noun,A1
place,noun,A1
place,verb,B1
plague,noun,B2
plain,adjective,B1
plan,noun,A1
plan,verb,B1
plane,noun,A1
planet,noun,A2
planning,noun,B2
plant,noun,A2
plant,verb,B1
plastic,adjective,A2
plastic,noun,B1
plate,noun,A2
platform,noun,B1
play,noun,A1
play,verb,A1
player,noun,A1
playful,adjective,A2
playground,noun,A2
playmate,noun,B2
playwright,noun,B2
plead,verb,B2
pleasant,adjective,A2
pleasantly,adverb,B1
please,adverb,A1
please,verb,B1
pleased,adjective,A2
pleasing,adjective,A2
pleasure,noun,A1
plenty,noun,A2
plenty,pronoun,B1
plot,noun,B2
pluck,verb,B2
plug,noun,B1
plug,verb,B2
plum,noun,B2
plumber,noun,B2
plural,noun,A2
plus,conjunction,B1
plus,noun,B2
plus,preposition,A2
pm,adverb,A1
PM,adverb,A1
pneumonia,noun,B2
pocket,noun,A1
pocket money,noun,B1
poem,noun,A1
poet,noun,B1
poetry,noun,B1
point,noun,A1
point,verb,A2
point of view,noun,B2
pointless,adjective,B2
poison,noun,B1
poison,verb,B2
poisonous,adjective,B1
polar bear,noun,B2
pole,noun,B1
police,noun,A2
police officer,noun,A2
police station,noun,A2
policeman,noun,A2
policewoman,noun,A2
policy,noun,B1
polio,noun,B2
polish,noun,B2
polite,adjective,A2
politely,adverb,B1
politeness,noun,B2
political,adjective,A2
politically,adverb,B2
politician,noun,B1
politics,noun,B1
polity,noun,B2
pollutant,noun,B1
pollute,verb,A2
pollution,noun,A1
polo,noun,B2
pond,noun,B1
ponder,verb,B2
pool,noun,A1
poor,adjective,A1
pop,noun,A1
pop,verb,B2
popcorn,noun,B1
popular,adjective,A2
popularise,verb,B2
popularity,noun,B2
popularize,verb,B2
population,noun,A2
porch,noun,B2
pork,noun,B1
port,noun,B1
portion,noun,B2
portrait,noun,A2
pose,noun,B2
posh,adjective,B2
position,noun,A2
positive,adjective,B1
positively,adverb,B1
possess,verb,B1
possessed,adjective,B2
possession,noun,B1
possessive,adjective,B1
possibility,noun,B1
possible,adjective,A2
possibly,adverb,A2
post,noun,A1
post,verb,A2
post office,noun,A2
postal,adjective,B2
postcard,noun,B1
poster,noun,A1
postman,noun,B1
postpone,verb,B2
pot,noun,B1
potato,noun,A1
potent,adjective,B2
potential,adjective,B2
potential,noun,B1
potentially,adverb,B2
pottery,noun,B1
pound,noun,B1
pound,verb,B2
pour,verb,A2
poverty,noun,B1
powder,noun,B1
powder,verb,B2
power,noun,A2
powerful,adjective,A2
powerfully,adverb,B2
practical,adjective,B1
practicality,noun,B2
practically,adverb,B2
practice,noun,A1
practice,verb,A1
practise,verb,A1
praise,noun,B1
praise,verb,B2
prance,noun,B2
prawn,noun,B2
pray,verb,A1
prayer,noun,B1
precede,verb,B2
precious,adjective,B1
precise,adjective,A2
precisely,adverb,B2
predicament,noun,B2
predicate,verb,B2
predicative,adjective,B2
predict,verb,A2
predictable,adjective,B2
prediction,noun,A2
predictive,adjective,B2
predictor,noun,B2
prefect,noun,B2
prefer,verb,A2
preferable,adjective,B2
preferably,adverb,B2
preference,noun,B1
prefix,noun,B1
pregnant,adjective,B1
prehistoric,adjective,B2
prehuman,noun,B2
preindustrial,adjective,B2
prejudge,verb,B2
prejudice,noun,B1
preliminary,adjective,B2
preoccupy,verb,B2
preparation,noun,B1
prepare,verb,A2
prepared,adjective,B1
preposition,noun,B1
preschool,adjective,B1
prescribe,verb,B2
prescription,noun,B1
presence,noun,B1
present,adjective,B1
present,noun,A1
present,verb,B2
presentation,noun,B1
presenter,noun,B2
preservation,noun,B1
preserve,verb,B1
presidency,noun,B2
president,noun,B1
presidential,adjective,B2
press,noun,B1
press,verb,B1
pressure,noun,A2
prestige,noun,B2
prestigious,adjective,B2
presumably,adverb,B2
pretend,adjective,B2
pretend,verb,A2
pretty,adjective,A1
pretty,adverb,A2
prevail,verb,B2
prevent,verb,A2
prevention,noun,B2
preventive,adjective,B2
previous,adjective,B1
previously,adverb,B2
price,noun,A1
price,verb,B2
priceless,adjective,B2
prick,noun,B2
pride,noun,A2
priest,noun,B1
primarily,adverb,B1
primary,adjective,B2
primary school,noun,B1
prime,adjective,B2
prime minister,noun,B2
primitive,adjective,B1
prince,noun,A1
princess,noun,A1
principal,adjective,A2
principal,noun,B2
principle,noun,B1
print,noun,B1
print,verb,A2
printer,noun,A2
prior,adjective,B2
priority,noun,B2
prison,noun,B1
prisoner,noun,B1
privacy,noun,B1
private,adjective,A2
privately,adverb,B2
privilege,noun,B2
prize,noun,B1
pro,noun,A2
probability,noun,B1
probable,adjective,B2
probably,adverb,A2
probe,noun,B2
problem,noun,A1
procedure,noun,B2
proceed,verb,B1
process,noun,B1
process,verb,B2
proclaim,verb,B1
procrastination,noun,B1
produce,verb,A2
producer,noun,B1
product,noun,A2
production,noun,A2
productive,adjective,B1
profession,noun,B1
professional,adjective,A2
professional,noun,B2
professor,noun,B1
profile,noun,B2
profit,noun,B2
profitable,adjective,B2
program,noun,A1
program,verb,B1
programer,noun,B2
programing,noun,B2
programme,noun,A1
programme,verb,B1
programmer,noun,B2
programming,noun,B2
progress,noun,B1
progress,verb,B2
progressive,adjective,A2
prohibit,verb,B2
prohibition,noun,B1
project,noun,B2
project,verb,B2
projection,noun,B2
prom,noun,B2
prominence,noun,B2
prominent,adjective,B1
promise,noun,A2
promise,verb,B1
promote,verb,B1
promotion,noun,B1
prompt,adjective,B2
prompt,noun,B2
prompt,verb,B2
promptly,adverb,B2
pronoun,noun,B1
pronounce,verb,A2
pronunciation,noun,A2
proof,noun,B1
proper,adjective,A2
properly,adverb,B1
property,noun,B1
proponent,noun,B2
proportion,noun,B1
proposal,noun,B1
propose,verb,B1
proposed,adjective,B2
prose,noun,B2
prosecute,verb,B2
prospect,noun,B2
prosper,verb,B2
prosperity,noun,B1
prosperous,adjective,B1
protect,verb,B1
protection,noun,B1
protective,adjective,B1
protest,noun,B1
protest,verb,B2
proud,adjective,B1
proudly,adverb,B2
prove,verb,B1
proven,adjective,B2
proverb,noun,B1
provide,verb,A2
provided,conjunction,B1
province,noun,B2
provision,noun,B2
proximity,noun,B2
psychological,adjective,B1
psychologically,adverb,B2
psychologist,noun,A2
psychology,noun,B2
pub,noun,B1
public,adjective,B1
public,noun,A2
public transport,noun,B1
publication,noun,B2
publicise,verb,B2
publicity,noun,B2
publicize,verb,B2
publicly,adverb,B1
publish,verb,A2
publisher,noun,B1
pudding,noun,B2
pull,verb,A2
pullover,noun,B1
pulse,noun,B2
pump,noun,B1
pumpkin,noun,B2
punch,noun,B2
punch,verb,B2
punctual,adjective,B2
punctuality,noun,B2
punctuation,noun,A2
punish,verb,B1
punishment,noun,B1
pupil,noun,B1
puppy,noun,B1
purchase,noun,B2
purchase,verb,B2
pure,adjective,B1
purify,verb,B1
purple,adjective,A2
purple,noun,A1
purpose,noun,A2
purposeful,adjective,B2
purse,noun,B1
pursue,verb,A2
pursuit,noun,B2
push,noun,B1
push,verb,A1
put,verb,A1
puzzle,noun,B1
puzzled,adjective,B2
pyjamas,noun,B2
quake,noun,B1
qualification,noun,B2
qualified,adjective,B1
qualify,verb,B1
quality,adjective,B1
quality,noun,A2
quantify,verb,B2
quantity,noun,B1
quarantine,noun,B2
quarrel,noun,B2
quarrel,verb,B2
quarrelsome,adjective,B2
quarter,noun,A1
queen,noun,A2
queer,adjective,B2
query,noun,B2
question,noun,A1
question,verb,B2
question mark,noun,B1
questionnaire,noun,B1
queue,noun,B1
queue,verb,B2
quick,adjective,A2
quickly,adverb,A1
quiet,adjective,A1
quiet,noun,B2
quietly,adverb,A2
quit,adjective,B2
quit,verb,A2
quite,adverb,A2
quiz,noun,A2
quotable,adjective,B2
quotation,noun,B2
quote,noun,B2
quote,verb,B2
rabbit,noun,A1
race,noun,B1
race,verb,B1
racial,adjective,B1
racism,noun,B2
racist,noun,B2
rack,noun,B2
racket,noun,A2
radar,noun,B2
radiate,verb,B2
radiation,noun,B1
radical,noun,B2
radically,adverb,B2
radio,noun,A1
radium,noun,B2
rafter,noun,B2
rag,noun,B2
rage,noun,B1
rail,noun,B1
railroad,noun,B1
railway,noun,B1
rain,noun,A1
rain,verb,A1
rainbow,noun,B2
raincoat,noun,A2
rainfall,noun,B1
rainforest,noun,B1
rainstorm,noun,B2
rainy,adjective,A1
raise,verb,A2
rally,noun,B2
ram,noun,B2
ramp,noun,B2
range,noun,A2
range,verb,B2
ranger,noun,B2
rank,noun,B1
rap,noun,A2
rap,verb,B1
rape,noun,B2
rape,verb,B2
rapid,adjective,B1
rapidly,adverb,B1
rare,adjective,B1
rarely,adverb,B1
rash,adjective,B2
raspberry,noun,B1
rat,noun,A1
rate,noun,A2
rate,verb,B2
rather,adverb,A2
rating,noun,A2
ration,noun,B1
rational,adjective,B1
rattle,noun,B2
